Date,Crop,Market,Min_Price(₹/Quintal),Max_Price(₹/Quintal),Modal_Price(₹/Quintal)
2024-06-28,Sugarcane,Ranchi Mandi,2491,2918,2704
2024-06-28,Cotton,Ranchi Mandi,1235,1554,1394
2024-06-28,Barley,Ranchi Mandi,1946,2143,2044
2024-06-28,Groundnut,Ranchi Mandi,1402,1846,1624
2024-06-28,Mustard,Ranchi Mandi,1284,1537,1410
2024-06-28,Soybean,Ranchi Mandi,1663,1847,1755
2024-06-28,Pulses,Ranchi Mandi,1939,2283,2111
2024-06-28,Potato,Ranchi Mandi,2111,2573,2342
2024-06-28,Wheat,Dhanbad Mandi,1141,1354,1247
2024-06-28,Rice,Dhanbad Mandi,1362,1651,1506
2024-06-28,Maize,Dhanbad Mandi,2282,2716,2499
2024-06-28,Bajra,Dhanbad Mandi,1170,1608,1389
2024-06-28,Sugarcane,Dhanbad Mandi,1595,1783,1689
2024-06-28,Cotton,Dhanbad Mandi,1272,1638,1455
2024-06-28,Barley,Dhanbad Mandi,1411,1740,1575
2024-06-28,Groundnut,Dhanbad Mandi,2040,2339,2189
2024-06-28,Mustard,Dhanbad Mandi,1428,1583,1505
2024-06-28,Soybean,Dhanbad Mandi,2395,2656,2525
2024-06-28,Pulses,Dhanbad Mandi,1167,1644,1405
2024-06-28,Potato,Dhanbad Mandi,1409,1694,1551
2024-06-28,Wheat,Bokaro Mandi,1677,2171,1924
2024-06-28,Rice,Bokaro Mandi,2022,2440,2231
2024-06-28,Maize,Bokaro Mandi,1277,1633,1455
2024-06-28,Bajra,Bokaro Mandi,2353,2650,2501
2024-06-28,Sugarcane,Bokaro Mandi,2190,2569,2379
2024-06-28,Cotton,Bokaro Mandi,1506,1734,1620
2024-06-28,Barley,Bokaro Mandi,1348,1620,1484
2024-06-28,Groundnut,Bokaro Mandi,1068,1470,1269
2024-06-28,Mustard,Bokaro Mandi,1556,2004,1780
2024-06-28,Soybean,Bokaro Mandi,2330,2499,2414
2024-06-28,Pulses,Bokaro Mandi,2128,2497,2312
2024-06-28,Potato,Bokaro Mandi,2006,2414,2210
2024-06-28,Wheat,Hazaribagh Mandi,1324,1514,1419
2024-06-28,Rice,Hazaribagh Mandi,1603,1848,1725
2024-06-28,Maize,Hazaribagh Mandi,1785,2008,1896
2024-06-28,Bajra,Hazaribagh Mandi,1250,1706,1478
2024-06-28,Sugarcane,Hazaribagh Mandi,1754,1946,1850
2024-06-28,Cotton,Hazaribagh Mandi,1999,2444,2221
2024-06-28,Barley,Hazaribagh Mandi,2327,2763,2545
2024-06-28,Groundnut,Hazaribagh Mandi,1942,2213,2077
2024-06-28,Mustard,Hazaribagh Mandi,2193,2615,2404
2024-06-28,Soybean,Hazaribagh Mandi,1133,1572,1352
2024-06-28,Pulses,Hazaribagh Mandi,1951,2261,2106
2024-06-28,Potato,Hazaribagh Mandi,1965,2256,2110
2024-06-28,Wheat,Jamshedpur Mandi,1018,1443,1230
2024-06-28,Rice,Jamshedpur Mandi,1528,1956,1742
2024-06-28,Maize,Jamshedpur Mandi,1061,1437,1249
2024-06-28,Bajra,Jamshedpur Mandi,1274,1472,1373
2024-06-28,Sugarcane,Jamshedpur Mandi,1235,1388,1311
2024-06-28,Cotton,Jamshedpur Mandi,2005,2413,2209
2024-06-28,Barley,Jamshedpur Mandi,1339,1765,1552
2024-06-28,Groundnut,Jamshedpur Mandi,1487,1962,1724
2024-06-28,Mustard,Jamshedpur Mandi,1497,1794,1645
2024-06-28,Soybean,Jamshedpur Mandi,1518,1970,1744
2024-06-28,Pulses,Jamshedpur Mandi,1827,1998,1912
2024-06-28,Potato,Jamshedpur Mandi,2029,2449,2239
2024-06-29,Wheat,Ranchi Mandi,1583,1990,1786
2024-06-29,Rice,Ranchi Mandi,1551,1942,1746
2024-06-29,Maize,Ranchi Mandi,2211,2445,2328
2024-06-29,Bajra,Ranchi Mandi,1336,1563,1449
2024-06-29,Sugarcane,Ranchi Mandi,1642,1880,1761
2024-06-29,Cotton,Ranchi Mandi,1156,1482,1319
2024-06-29,Barley,Ranchi Mandi,1042,1399,1220
2024-06-29,Groundnut,Ranchi Mandi,1752,1956,1854
2024-06-29,Mustard,Ranchi Mandi,2440,2756,2598
2024-06-29,Soybean,Ranchi Mandi,2327,2781,2554
2024-06-29,Pulses,Ranchi Mandi,2350,2838,2594
2024-06-29,Potato,Ranchi Mandi,1164,1481,1322
2024-06-29,Wheat,Dhanbad Mandi,1030,1293,1161
2024-06-29,Rice,Dhanbad Mandi,1515,1706,1610
2024-06-29,Maize,Dhanbad Mandi,1376,1712,1544
2024-06-29,Bajra,Dhanbad Mandi,2064,2402,2233
2024-06-29,Sugarcane,Dhanbad Mandi,2500,2844,2672
2024-06-29,Cotton,Dhanbad Mandi,1789,2180,1984
2024-06-29,Barley,Dhanbad Mandi,2260,2595,2427
2024-06-29,Groundnut,Dhanbad Mandi,1097,1481,1289
2024-06-29,Mustard,Dhanbad Mandi,1281,1763,1522
2024-06-29,Soybean,Dhanbad Mandi,2087,2364,2225
2024-06-29,Pulses,Dhanbad Mandi,1961,2201,2081
2024-06-29,Potato,Dhanbad Mandi,2475,2657,2566
2024-06-29,Wheat,Bokaro Mandi,1763,1974,1868
2024-06-29,Rice,Bokaro Mandi,1731,1953,1842
2024-06-29,Maize,Bokaro Mandi,1168,1544,1356
2024-06-29,Bajra,Bokaro Mandi,2438,2901,2669
2024-06-29,Sugarcane,Bokaro Mandi,2499,2799,2649
2024-06-29,Cotton,Bokaro Mandi,1217,1660,1438
2024-06-29,Barley,Bokaro Mandi,1921,2201,2061
2024-06-29,Groundnut,Bokaro Mandi,1324,1679,1501
2024-06-29,Mustard,Bokaro Mandi,2345,2784,2564
2024-06-29,Soybean,Bokaro Mandi,2180,2630,2405
2024-06-29,Pulses,Bokaro Mandi,1301,1707,1504
2024-06-29,Potato,Bokaro Mandi,1765,2014,1889
2024-06-29,Wheat,Hazaribagh Mandi,1453,1936,1694
2024-06-29,Rice,Hazaribagh Mandi,2088,2585,2336
2024-06-29,Maize,Hazaribagh Mandi,1247,1517,1382
2024-06-29,Bajra,Hazaribagh Mandi,1466,1778,1622
2024-06-29,Sugarcane,Hazaribagh Mandi,1717,2183,1950
2024-06-29,Cotton,Hazaribagh Mandi,2493,2931,2712
2024-06-29,Barley,Hazaribagh Mandi,1345,1741,1543
2024-06-29,Groundnut,Hazaribagh Mandi,1133,1552,1342
2024-06-29,Mustard,Hazaribagh Mandi,2262,2484,2373
2024-06-29,Soybean,Hazaribagh Mandi,2223,2648,2435
2024-06-29,Pulses,Hazaribagh Mandi,1107,1481,1294
2024-06-29,Potato,Hazaribagh Mandi,1966,2174,2070
2024-06-29,Wheat,Jamshedpur Mandi,1079,1551,1315
2024-06-29,Rice,Jamshedpur Mandi,1774,2229,2001
2024-06-29,Maize,Jamshedpur Mandi,2090,2537,2313
2024-06-29,Bajra,Jamshedpur Mandi,1330,1532,1431
2024-06-29,Sugarcane,Jamshedpur Mandi,1112,1518,1315
2024-06-29,Cotton,Jamshedpur Mandi,1575,1880,1727
2024-06-29,Barley,Jamshedpur Mandi,1887,2273,2080
2024-06-29,Groundnut,Jamshedpur Mandi,1636,1986,1811
2024-06-29,Mustard,Jamshedpur Mandi,2175,2505,2340
2024-06-29,Soybean,Jamshedpur Mandi,1546,1793,1669
2024-06-29,Pulses,Jamshedpur Mandi,1072,1377,1224
2024-06-29,Potato,Jamshedpur Mandi,2427,2781,2604
2024-06-30,Wheat,Ranchi Mandi,1000,1181,1090
2024-06-30,Rice,Ranchi Mandi,1096,1566,1331
2024-06-30,Maize,Ranchi Mandi,2032,2357,2194
2024-06-30,Bajra,Ranchi Mandi,1607,2059,1833
2024-06-30,Sugarcane,Ranchi Mandi,1446,1788,1617
2024-06-30,Cotton,Ranchi Mandi,1973,2334,2153
2024-06-30,Barley,Ranchi Mandi,2489,2859,2674
2024-06-30,Groundnut,Ranchi Mandi,1626,2005,1815
2024-06-30,Mustard,Ranchi Mandi,1552,1721,1636
2024-06-30,Soybean,Ranchi Mandi,1694,2057,1875
2024-06-30,Pulses,Ranchi Mandi,1081,1425,1253
2024-06-30,Potato,Ranchi Mandi,1648,2026,1837
2024-06-30,Wheat,Dhanbad Mandi,1196,1578,1387
2024-06-30,Rice,Dhanbad Mandi,1606,1789,1697
2024-06-30,Maize,Dhanbad Mandi,1725,2225,1975
2024-06-30,Bajra,Dhanbad Mandi,1698,2017,1857
2024-06-30,Sugarcane,Dhanbad Mandi,1892,2262,2077
2024-06-30,Cotton,Dhanbad Mandi,2322,2741,2531
2024-06-30,Barley,Dhanbad Mandi,2292,2519,2405
2024-06-30,Groundnut,Dhanbad Mandi,1208,1633,1420
2024-06-30,Mustard,Dhanbad Mandi,1027,1321,1174
2024-06-30,Soybean,Dhanbad Mandi,1620,2001,1810
2024-06-30,Pulses,Dhanbad Mandi,2109,2395,2252
2024-06-30,Potato,Dhanbad Mandi,1205,1646,1425
2024-06-30,Wheat,Bokaro Mandi,2208,2562,2385
2024-06-30,Rice,Bokaro Mandi,1382,1586,1484
2024-06-30,Maize,Bokaro Mandi,2385,2718,2551
2024-06-30,Bajra,Bokaro Mandi,2272,2509,2390
2024-06-30,Sugarcane,Bokaro Mandi,1716,1911,1813
2024-06-30,Cotton,Bokaro Mandi,2435,2852,2643
2024-06-30,Barley,Bokaro Mandi,2333,2549,2441
2024-06-30,Groundnut,Bokaro Mandi,1950,2268,2109
2024-06-30,Mustard,Bokaro Mandi,1549,2007,1778
2024-06-30,Soybean,Bokaro Mandi,1917,2406,2161
2024-06-30,Pulses,Bokaro Mandi,1252,1509,1380
2024-06-30,Potato,Bokaro Mandi,2211,2698,2454
2024-06-30,Wheat,Hazaribagh Mandi,1771,1988,1879
2024-06-30,Rice,Hazaribagh Mandi,2060,2231,2145
2024-06-30,Maize,Hazaribagh Mandi,1614,2048,1831
2024-06-30,Bajra,Hazaribagh Mandi,1729,2059,1894
2024-06-30,Sugarcane,Hazaribagh Mandi,1916,2346,2131
2024-06-30,Cotton,Hazaribagh Mandi,2003,2300,2151
2024-06-30,Barley,Hazaribagh Mandi,1833,2179,2006
2024-06-30,Groundnut,Hazaribagh Mandi,2439,2659,2549
2024-06-30,Mustard,Hazaribagh Mandi,1657,2085,1871
2024-06-30,Soybean,Hazaribagh Mandi,2122,2281,2201
2024-06-30,Pulses,Hazaribagh Mandi,1517,1693,1605
2024-06-30,Potato,Hazaribagh Mandi,1082,1344,1213
2024-06-30,Wheat,Jamshedpur Mandi,1052,1339,1195
2024-06-30,Rice,Jamshedpur Mandi,1262,1580,1421
2024-06-30,Maize,Jamshedpur Mandi,1003,1193,1098
2024-06-30,Bajra,Jamshedpur Mandi,2369,2864,2616
2024-06-30,Sugarcane,Jamshedpur Mandi,2199,2539,2369
2024-06-30,Cotton,Jamshedpur Mandi,2385,2699,2542
2024-06-30,Barley,Jamshedpur Mandi,1292,1760,1526
2024-06-30,Groundnut,Jamshedpur Mandi,2464,2625,2544
2024-06-30,Mustard,Jamshedpur Mandi,1517,1810,1663
2024-06-30,Soybean,Jamshedpur Mandi,1149,1419,1284
2024-06-30,Pulses,Jamshedpur Mandi,1920,2325,2122
2024-06-30,Potato,Jamshedpur Mandi,1393,1550,1471
2024-07-01,Wheat,Ranchi Mandi,2433,2803,2618
2024-07-01,Rice,Ranchi Mandi,1358,1549,1453
2024-07-01,Maize,Ranchi Mandi,2459,2777,2618
2024-07-01,Bajra,Ranchi Mandi,1168,1363,1265
2024-07-01,Sugarcane,Ranchi Mandi,1515,1691,1603
2024-07-01,Cotton,Ranchi Mandi,1338,1506,1422
2024-07-01,Barley,Ranchi Mandi,2104,2440,2272
2024-07-01,Groundnut,Ranchi Mandi,1652,2134,1893
2024-07-01,Mustard,Ranchi Mandi,1496,1875,1685
2024-07-01,Soybean,Ranchi Mandi,1294,1669,1481
2024-07-01,Pulses,Ranchi Mandi,1553,1722,1637
2024-07-01,Potato,Ranchi Mandi,1334,1717,1525
2024-07-01,Wheat,Dhanbad Mandi,2257,2607,2432
2024-07-01,Rice,Dhanbad Mandi,1912,2410,2161
2024-07-01,Maize,Dhanbad Mandi,2221,2625,2423
2024-07-01,Bajra,Dhanbad Mandi,2479,2826,2652
2024-07-01,Sugarcane,Dhanbad Mandi,1839,2234,2036
2024-07-01,Cotton,Dhanbad Mandi,1508,1913,1710
2024-07-01,Barley,Dhanbad Mandi,1612,1983,1797
2024-07-01,Groundnut,Dhanbad Mandi,1332,1532,1432
2024-07-01,Mustard,Dhanbad Mandi,1807,2182,1994
2024-07-01,Soybean,Dhanbad Mandi,1094,1568,1331
2024-07-01,Pulses,Dhanbad Mandi,1580,1841,1710
2024-07-01,Potato,Dhanbad Mandi,2485,2814,2649
2024-07-01,Wheat,Bokaro Mandi,2296,2796,2546
2024-07-01,Rice,Bokaro Mandi,2203,2582,2392
2024-07-01,Maize,Bokaro Mandi,1374,1712,1543
2024-07-01,Bajra,Bokaro Mandi,1357,1615,1486
2024-07-01,Sugarcane,Bokaro Mandi,2070,2483,2276
2024-07-01,Cotton,Bokaro Mandi,1517,1816,1666
2024-07-01,Barley,Bokaro Mandi,1453,1691,1572
2024-07-01,Groundnut,Bokaro Mandi,1436,1748,1592
2024-07-01,Mustard,Bokaro Mandi,2031,2491,2261
2024-07-01,Soybean,Bokaro Mandi,2160,2597,2378
2024-07-01,Pulses,Bokaro Mandi,2173,2442,2307
2024-07-01,Potato,Bokaro Mandi,1295,1527,1411
2024-07-01,Wheat,Hazaribagh Mandi,1877,2049,1963
2024-07-01,Rice,Hazaribagh Mandi,1604,1949,1776
2024-07-01,Maize,Hazaribagh Mandi,2395,2681,2538
2024-07-01,Bajra,Hazaribagh Mandi,1157,1471,1314
2024-07-01,Sugarcane,Hazaribagh Mandi,1382,1860,1621
2024-07-01,Cotton,Hazaribagh Mandi,1530,1735,1632
2024-07-01,Barley,Hazaribagh Mandi,2156,2331,2243
2024-07-01,Groundnut,Hazaribagh Mandi,2157,2414,2285
2024-07-01,Mustard,Hazaribagh Mandi,2329,2697,2513
2024-07-01,Soybean,Hazaribagh Mandi,1777,2013,1895
2024-07-01,Pulses,Hazaribagh Mandi,2138,2422,2280
2024-07-01,Potato,Hazaribagh Mandi,1908,2371,2139
2024-07-01,Wheat,Jamshedpur Mandi,2243,2488,2365
2024-07-01,Rice,Jamshedpur Mandi,1269,1579,1424
2024-07-01,Maize,Jamshedpur Mandi,2271,2697,2484
2024-07-01,Bajra,Jamshedpur Mandi,1692,2002,1847
2024-07-01,Sugarcane,Jamshedpur Mandi,1216,1564,1390
2024-07-01,Cotton,Jamshedpur Mandi,1274,1521,1397
2024-07-01,Barley,Jamshedpur Mandi,1847,2159,2003
2024-07-01,Groundnut,Jamshedpur Mandi,1906,2185,2045
2024-07-01,Mustard,Jamshedpur Mandi,1515,1851,1683
2024-07-01,Soybean,Jamshedpur Mandi,1056,1224,1140
2024-07-01,Pulses,Jamshedpur Mandi,2404,2737,2570
2024-07-01,Potato,Jamshedpur Mandi,2404,2826,2615
2024-07-02,Wheat,Ranchi Mandi,1043,1284,1163
2024-07-02,Rice,Ranchi Mandi,1930,2399,2164
2024-07-02,Maize,Ranchi Mandi,1338,1646,1492
2024-07-02,Bajra,Ranchi Mandi,1795,2202,1998
2024-07-02,Sugarcane,Ranchi Mandi,1804,2280,2042
2024-07-02,Cotton,Ranchi Mandi,2313,2767,2540
2024-07-02,Barley,Ranchi Mandi,1662,1879,1770
2024-07-02,Groundnut,Ranchi Mandi,1259,1428,1343
2024-07-02,Mustard,Ranchi Mandi,1852,2278,2065
2024-07-02,Soybean,Ranchi Mandi,2173,2345,2259
2024-07-02,Pulses,Ranchi Mandi,1834,2246,2040
2024-07-02,Potato,Ranchi Mandi,2365,2838,2601
2024-07-02,Wheat,Dhanbad Mandi,2166,2325,2245
2024-07-02,Rice,Dhanbad Mandi,1266,1692,1479
2024-07-02,Maize,Dhanbad Mandi,1662,1978,1820
2024-07-02,Bajra,Dhanbad Mandi,1715,2189,1952
2024-07-02,Sugarcane,Dhanbad Mandi,1264,1752,1508
2024-07-02,Cotton,Dhanbad Mandi,1253,1640,1446
2024-07-02,Barley,Dhanbad Mandi,1390,1731,1560
2024-07-02,Groundnut,Dhanbad Mandi,1094,1315,1204
2024-07-02,Mustard,Dhanbad Mandi,1498,1984,1741
2024-07-02,Soybean,Dhanbad Mandi,1863,2258,2060
2024-07-02,Pulses,Dhanbad Mandi,1357,1830,1593
2024-07-02,Potato,Dhanbad Mandi,2307,2737,2522
2024-07-02,Wheat,Bokaro Mandi,1026,1523,1274
2024-07-02,Rice,Bokaro Mandi,2237,2464,2350
2024-07-02,Maize,Bokaro Mandi,1446,1866,1656
2024-07-02,Bajra,Bokaro Mandi,2397,2558,2477
2024-07-02,Sugarcane,Bokaro Mandi,2259,2740,2499
2024-07-02,Cotton,Bokaro Mandi,2313,2668,2490
2024-07-02,Barley,Bokaro Mandi,1787,2026,1906
2024-07-02,Groundnut,Bokaro Mandi,2325,2727,2526
2024-07-02,Mustard,Bokaro Mandi,2062,2370,2216
2024-07-02,Soybean,Bokaro Mandi,2337,2751,2544
2024-07-02,Pulses,Bokaro Mandi,1849,2301,2075
2024-07-02,Potato,Bokaro Mandi,1033,1389,1211
2024-07-02,Wheat,Hazaribagh Mandi,1871,2313,2092
2024-07-02,Rice,Hazaribagh Mandi,1571,1921,1746
2024-07-02,Maize,Hazaribagh Mandi,1882,2256,2069
2024-07-02,Bajra,Hazaribagh Mandi,1400,1718,1559
2024-07-02,Sugarcane,Hazaribagh Mandi,1820,2055,1937
2024-07-02,Cotton,Hazaribagh Mandi,2194,2427,2310
2024-07-02,Barley,Hazaribagh Mandi,1905,2137,2021
2024-07-02,Groundnut,Hazaribagh Mandi,2376,2797,2586
2024-07-02,Mustard,Hazaribagh Mandi,1490,1933,1711
2024-07-02,Soybean,Hazaribagh Mandi,2377,2646,2511
2024-07-02,Pulses,Hazaribagh Mandi,1788,2006,1897
2024-07-02,Potato,Hazaribagh Mandi,1237,1582,1409
2024-07-02,Wheat,Jamshedpur Mandi,2226,2684,2455
2024-07-02,Rice,Jamshedpur Mandi,1179,1609,1394
2024-07-02,Maize,Jamshedpur Mandi,1355,1789,1572
2024-07-02,Bajra,Jamshedpur Mandi,2179,2630,2404
2024-07-02,Sugarcane,Jamshedpur Mandi,2100,2432,2266
2024-07-02,Cotton,Jamshedpur Mandi,2384,2877,2630
2024-07-02,Barley,Jamshedpur Mandi,1407,1856,1631
2024-07-02,Groundnut,Jamshedpur Mandi,1460,1625,1542
2024-07-02,Mustard,Jamshedpur Mandi,1619,1959,1789
2024-07-02,Soybean,Jamshedpur Mandi,1118,1401,1259
2024-07-02,Pulses,Jamshedpur Mandi,1438,1791,1614
2024-07-02,Potato,Jamshedpur Mandi,2226,2508,2367
2024-07-03,Wheat,Ranchi Mandi,1584,1778,1681
2024-07-03,Rice,Ranchi Mandi,1550,1853,1701
2024-07-03,Maize,Ranchi Mandi,1773,2160,1966
2024-07-03,Bajra,Ranchi Mandi,1518,1890,1704
2024-07-03,Sugarcane,Ranchi Mandi,1627,1863,1745
2024-07-03,Cotton,Ranchi Mandi,2088,2566,2327
2024-07-03,Barley,Ranchi Mandi,1248,1461,1354
2024-07-03,Groundnut,Ranchi Mandi,1839,2300,2069
2024-07-03,Mustard,Ranchi Mandi,2187,2687,2437
2024-07-03,Soybean,Ranchi Mandi,2101,2295,2198
2024-07-03,Pulses,Ranchi Mandi,1495,1746,1620
2024-07-03,Potato,Ranchi Mandi,1387,1747,1567
2024-07-03,Wheat,Dhanbad Mandi,1560,1767,1663
2024-07-03,Rice,Dhanbad Mandi,1993,2231,2112
2024-07-03,Maize,Dhanbad Mandi,1030,1436,1233
2024-07-03,Bajra,Dhanbad Mandi,2344,2724,2534
2024-07-03,Sugarcane,Dhanbad Mandi,1268,1709,1488
2024-07-03,Cotton,Dhanbad Mandi,1312,1623,1467
2024-07-03,Barley,Dhanbad Mandi,2125,2516,2320
2024-07-03,Groundnut,Dhanbad Mandi,2478,2893,2685
2024-07-03,Mustard,Dhanbad Mandi,1837,2106,1971
2024-07-03,Soybean,Dhanbad Mandi,2014,2170,2092
2024-07-03,Pulses,Dhanbad Mandi,1167,1413,1290
2024-07-03,Potato,Dhanbad Mandi,2377,2624,2500
2024-07-03,Wheat,Bokaro Mandi,1831,2140,1985
2024-07-03,Rice,Bokaro Mandi,1795,2245,2020
2024-07-03,Maize,Bokaro Mandi,2033,2426,2229
2024-07-03,Bajra,Bokaro Mandi,2468,2627,2547
2024-07-03,Sugarcane,Bokaro Mandi,2499,2913,2706
2024-07-03,Cotton,Bokaro Mandi,1345,1584,1464
2024-07-03,Barley,Bokaro Mandi,1490,1679,1584
2024-07-03,Groundnut,Bokaro Mandi,2078,2273,2175
2024-07-03,Mustard,Bokaro Mandi,1715,2082,1898
2024-07-03,Soybean,Bokaro Mandi,2205,2586,2395
2024-07-03,Pulses,Bokaro Mandi,2222,2576,2399
2024-07-03,Potato,Bokaro Mandi,2388,2747,2567
2024-07-03,Wheat,Hazaribagh Mandi,2218,2573,2395
2024-07-03,Rice,Hazaribagh Mandi,2250,2704,2477
2024-07-03,Maize,Hazaribagh Mandi,2091,2541,2316
2024-07-03,Bajra,Hazaribagh Mandi,1781,1941,1861
2024-07-03,Sugarcane,Hazaribagh Mandi,1143,1592,1367
2024-07-03,Cotton,Hazaribagh Mandi,1098,1460,1279
2024-07-03,Barley,Hazaribagh Mandi,2207,2400,2303
2024-07-03,Groundnut,Hazaribagh Mandi,1812,2212,2012
2024-07-03,Mustard,Hazaribagh Mandi,1450,1868,1659
2024-07-03,Soybean,Hazaribagh Mandi,1968,2328,2148
2024-07-03,Pulses,Hazaribagh Mandi,1170,1331,1250
2024-07-03,Potato,Hazaribagh Mandi,1698,2164,1931
2024-07-03,Wheat,Jamshedpur Mandi,1858,2242,2050
2024-07-03,Rice,Jamshedpur Mandi,2038,2294,2166
2024-07-03,Maize,Jamshedpur Mandi,1185,1383,1284
2024-07-03,Bajra,Jamshedpur Mandi,2048,2467,2257
2024-07-03,Sugarcane,Jamshedpur Mandi,1667,2006,1836
2024-07-03,Cotton,Jamshedpur Mandi,2359,2643,2501
2024-07-03,Barley,Jamshedpur Mandi,2363,2607,2485
2024-07-03,Groundnut,Jamshedpur Mandi,2204,2447,2325
2024-07-03,Mustard,Jamshedpur Mandi,1212,1415,1313
2024-07-03,Soybean,Jamshedpur Mandi,1056,1291,1173
2024-07-03,Pulses,Jamshedpur Mandi,2157,2545,2351
2024-07-03,Potato,Jamshedpur Mandi,1741,1936,1838
2024-07-04,Wheat,Ranchi Mandi,2498,2686,2592
2024-07-04,Rice,Ranchi Mandi,2411,2667,2539
2024-07-04,Maize,Ranchi Mandi,2109,2577,2343
2024-07-04,Bajra,Ranchi Mandi,2271,2538,2404
2024-07-04,Sugarcane,Ranchi Mandi,1682,2145,1913
2024-07-04,Cotton,Ranchi Mandi,1332,1510,1421
2024-07-04,Barley,Ranchi Mandi,1079,1393,1236
2024-07-04,Groundnut,Ranchi Mandi,1655,2116,1885
2024-07-04,Mustard,Ranchi Mandi,1098,1557,1327
2024-07-04,Soybean,Ranchi Mandi,1489,1807,1648
2024-07-04,Pulses,Ranchi Mandi,2344,2747,2545
2024-07-04,Potato,Ranchi Mandi,1869,2331,2100
2024-07-04,Wheat,Dhanbad Mandi,1097,1272,1184
2024-07-04,Rice,Dhanbad Mandi,1830,2314,2072
2024-07-04,Maize,Dhanbad Mandi,2076,2272,2174
2024-07-04,Bajra,Dhanbad Mandi,2422,2720,2571
2024-07-04,Sugarcane,Dhanbad Mandi,1764,2136,1950
2024-07-04,Cotton,Dhanbad Mandi,1339,1711,1525
2024-07-04,Barley,Dhanbad Mandi,1474,1902,1688
2024-07-04,Groundnut,Dhanbad Mandi,1702,1963,1832
2024-07-04,Mustard,Dhanbad Mandi,1492,1644,1568
2024-07-04,Soybean,Dhanbad Mandi,1611,1924,1767
2024-07-04,Pulses,Dhanbad Mandi,1745,2139,1942
2024-07-04,Potato,Dhanbad Mandi,1851,2337,2094
2024-07-04,Wheat,Bokaro Mandi,1824,2036,1930
2024-07-04,Rice,Bokaro Mandi,1279,1779,1529
2024-07-04,Maize,Bokaro Mandi,1703,1999,1851
2024-07-04,Bajra,Bokaro Mandi,2362,2555,2458
2024-07-04,Sugarcane,Bokaro Mandi,1134,1365,1249
2024-07-04,Cotton,Bokaro Mandi,2015,2187,2101
2024-07-04,Barley,Bokaro Mandi,1368,1803,1585
2024-07-04,Groundnut,Bokaro Mandi,2152,2409,2280
2024-07-04,Mustard,Bokaro Mandi,2446,2825,2635
2024-07-04,Soybean,Bokaro Mandi,1901,2070,1985
2024-07-04,Pulses,Bokaro Mandi,1973,2427,2200
2024-07-04,Potato,Bokaro Mandi,1326,1804,1565
2024-07-04,Wheat,Hazaribagh Mandi,1283,1664,1473
2024-07-04,Rice,Hazaribagh Mandi,1700,2034,1867
2024-07-04,Maize,Hazaribagh Mandi,1483,1897,1690
2024-07-04,Bajra,Hazaribagh Mandi,1567,1857,1712
2024-07-04,Sugarcane,Hazaribagh Mandi,1682,2014,1848
2024-07-04,Cotton,Hazaribagh Mandi,2109,2357,2233
2024-07-04,Barley,Hazaribagh Mandi,2126,2389,2257
2024-07-04,Groundnut,Hazaribagh Mandi,2373,2709,2541
2024-07-04,Mustard,Hazaribagh Mandi,1641,1996,1818
2024-07-04,Soybean,Hazaribagh Mandi,1191,1376,1283
2024-07-04,Pulses,Hazaribagh Mandi,1659,1983,1821
2024-07-04,Potato,Hazaribagh Mandi,2432,2610,2521
2024-07-04,Wheat,Jamshedpur Mandi,2362,2521,2441
2024-07-04,Rice,Jamshedpur Mandi,1259,1587,1423
2024-07-04,Maize,Jamshedpur Mandi,1068,1420,1244
2024-07-04,Bajra,Jamshedpur Mandi,2252,2631,2441
2024-07-04,Sugarcane,Jamshedpur Mandi,1939,2360,2149
2024-07-04,Cotton,Jamshedpur Mandi,2037,2469,2253
2024-07-04,Barley,Jamshedpur Mandi,1152,1579,1365
2024-07-04,Groundnut,Jamshedpur Mandi,1861,2240,2050
2024-07-04,Mustard,Jamshedpur Mandi,2242,2630,2436
2024-07-04,Soybean,Jamshedpur Mandi,2300,2512,2406
2024-07-04,Pulses,Jamshedpur Mandi,1372,1856,1614
2024-07-04,Potato,Jamshedpur Mandi,1343,1721,1532
2024-07-05,Wheat,Ranchi Mandi,2002,2277,2139
2024-07-05,Rice,Ranchi Mandi,1005,1354,1179
2024-07-05,Maize,Ranchi Mandi,1271,1668,1469
2024-07-05,Bajra,Ranchi Mandi,1256,1526,1391
2024-07-05,Sugarcane,Ranchi Mandi,1319,1680,1499
2024-07-05,Cotton,Ranchi Mandi,2277,2635,2456
2024-07-05,Barley,Ranchi Mandi,1440,1743,1591
2024-07-05,Groundnut,Ranchi Mandi,1696,2027,1861
2024-07-05,Mustard,Ranchi Mandi,1058,1219,1138
2024-07-05,Soybean,Ranchi Mandi,1855,2204,2029
2024-07-05,Pulses,Ranchi Mandi,2105,2433,2269
2024-07-05,Potato,Ranchi Mandi,1484,1815,1649
2024-07-05,Wheat,Dhanbad Mandi,2317,2475,2396
2024-07-05,Rice,Dhanbad Mandi,1349,1809,1579
2024-07-05,Maize,Dhanbad Mandi,1470,1677,1573
2024-07-05,Bajra,Dhanbad Mandi,2375,2551,2463
2024-07-05,Sugarcane,Dhanbad Mandi,2194,2627,2410
2024-07-05,Cotton,Dhanbad Mandi,1207,1633,1420
2024-07-05,Barley,Dhanbad Mandi,1422,1809,1615
2024-07-05,Groundnut,Dhanbad Mandi,1156,1328,1242
2024-07-05,Mustard,Dhanbad Mandi,1007,1339,1173
